S.No,Image Filename,Condition (Problem),Severity,Severity Score,Suggestions (Solutions),Suggestion 1,Suggestion 2,Suggestion 3
124,1035_png.rf.bd883f7d07b3ae454624d5f79e0f6264.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
125,1036_png.rf.1589bb5f91491ad437527031c4a6371c.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
126,1037_png.rf.f69733bb9370c5a47f57390c5b778b6d.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
127,1038_png.rf.25a0895225e95c40a0c0e14b3be1e2f4.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
128,1039_png.rf.88a9bbb1281958735819c52fd1488dfb.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
129,103_jpg.rf.304072808c422a824eb2fc5c038e6eb7.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
130,1040_png.rf.3f652befb926c89ee23cbe60c45f7c74.jpg,Bracket-related: Complete debond,Moderate,45,"• Schedule an appointment within the next 2 weeks for rebonding.
• Avoid hard, sticky, or chewy foods that can displace the bracket further.
• If the bracket is loose on the wire, secure it with wax.",Schedule an appointment within the next 2 weeks for rebonding.,"Avoid hard, sticky, or chewy foods that can displace the bracket further.","If the bracket is loose on the wire, secure it with wax."
131,1042_png.rf.e9702695523793e4bb42e9647e280cb2.jpg,Bracket-related: Complete debond,Moderate,45,"• Schedule an appointment within the next 2 weeks for rebonding.
• Avoid hard, sticky, or chewy foods that can displace the bracket further.
• If the bracket is loose on the wire, secure it with wax.",Schedule an appointment within the next 2 weeks for rebonding.,"Avoid hard, sticky, or chewy foods that can displace the bracket further.","If the bracket is loose on the wire, secure it with wax."
132,1043_png.rf.8e11b017478b0bed3fee39a247154f61.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
133,1044_png.rf.ba92bf94b64edc57d003200ce3896c27.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
134,1045_png.rf.8b88217684f93af0308a886bad473d21.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
135,1046_png.rf.6b401c9119de2e86c19dc1357047c811.jpg,Aspiration risk: Swallowed bracket/component,Severe,95,"• Seek immediate medical attention or visit an emergency room.
• Monitor for respiratory symptoms (coughing, difficulty breathing).
• Do not attempt to self-treat.",Seek immediate medical attention or visit an emergency room.,"Monitor for respiratory symptoms (coughing, difficulty breathing).",Do not attempt to self-treat.
136,1047_png.rf.91b7b5ec53b8e85a0920eaabb13d4328.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
137,1048_png.rf.8239518494ab22e9cef6902d44ccba11.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
138,1049_png.rf.2ca16bed41d36070a8f67482c28b3de8.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
139,104_jpg.rf.e12e8b5bee2936e5457543243d5fb178.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
140,1050_png.rf.0784c5ca0c639aeda0550daa0a7cd192.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
141,1051_png.rf.6fe22afe0c941683481c0a6f12321de8.jpg,Trauma-related: Fixed appliance injury,Severe,85,"• Contact your orthodontist immediately for emergency repair.
• If there is bleeding or cut, apply direct pressure with clean gauze.
• Stick to liquid diet until evaluated by a specialist.",Contact your orthodontist immediately for emergency repair.,"If there is bleeding or cut, apply direct pressure with clean gauze.",Stick to liquid diet until evaluated by a specialist.
142,1052_png.rf.5e596cb6388c742d37ca21b246437579.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
143,1053_png.rf.925fd4dfe8e56fb011b9a33c23626da4.jpg,Trauma-related: Fixed appliance injury,Severe,85,"• Contact your orthodontist immediately for emergency repair.
• If there is bleeding or cut, apply direct pressure with clean gauze.
• Stick to liquid diet until evaluated by a specialist.",Contact your orthodontist immediately for emergency repair.,"If there is bleeding or cut, apply direct pressure with clean gauze.",Stick to liquid diet until evaluated by a specialist.
144,1054_png.rf.946f473c820d70e0a8250512d37395cd.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
145,1055_png.rf.8039d52de1b144a81c4b22010f8fb2d2.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
146,1056_png.rf.887f4b5f4c5f600b334dabce9158b391.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
147,1057_png.rf.edc1c029b8be22d0a1586ae180925e14.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
148,1058_png.rf.2c42e24fc1e581b16fa195ba8bb51823.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
149,1059_png.rf.b1995242f14817ab0f707ff5d34b2fbe.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
150,105_jpg.rf.cf20ddd33dc848e71bdc5fa368163690.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
151,1060_png.rf.c239127ee67066d5854895b2b10b2ed6.jpg,Periodontal issues: Gingival inflammation,Moderate,52,"• Reinforce strict brushing and flossing around brackets.
• Use an antiseptic mouthwash or warm salt water rinse.
• Consult your hygienist if bleeding persists beyond a week.",Reinforce strict brushing and flossing around brackets.,Use an antiseptic mouthwash or warm salt water rinse.,Consult your hygienist if bleeding persists beyond a week.
152,106_jpg.rf.8d0ff891934accb5e3ad7e9e20ad7e7f.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
153,1073_jpg.rf.e4be477fafdc42fbcc551459ae4f582b.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
154,107_jpg.rf.f7034cc976247285adbbbe1ec745d89b.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
155,1082_jpg.rf.7b17d9e1ca894e4585f5eb3f0892f79b.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
156,1086_jpg.rf.ebff04ea590b2e9cdf373ecf3b0e672b.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
157,1087_jpg.rf.825c59d40c635a2e284407235f5ccc66.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
158,1088_jpg.rf.604433e770ef38ad500133d015686df4.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
159,108_jpg.rf.e13a31e9a6b80074a4fa6991ac79391d.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
160,1094_jpg.rf.0a8aaa7026213c1181ac9ad20b5505c6.jpg,Trauma-related: Fixed appliance injury,Severe,85,"• Contact your orthodontist immediately for emergency repair.
• If there is bleeding or cut, apply direct pressure with clean gauze.
• Stick to liquid diet until evaluated by a specialist.",Contact your orthodontist immediately for emergency repair.,"If there is bleeding or cut, apply direct pressure with clean gauze.",Stick to liquid diet until evaluated by a specialist.
161,1098_jpg.rf.c3792f59f3ee45d7d2b82db1d2a81e58.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
162,109_jpg.rf.0b3aff06ce85bd0ed683d1d528d58c3d.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
163,10_jpg.rf.661e34d7519d94d1bcd8200c30ad28e8.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
164,1100_jpg.rf.eea9099f8e5847ad4ce56e6c6649f2ad.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
165,1108_jpg.rf.45846e0d946b51d9d17cd210eb241188.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
166,110_jpg.rf.0007aacb96b0143f297938657e49bcac.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
167,111_jpg.rf.dd03805c2737d0c975524320f2cda3ec.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
168,112_jpg.rf.6d463a7ff837c65bf3f56794a25e4daf.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
169,113_jpg.rf.0f06a01370cc1abc5709eb8bbeb4f94f.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
170,114_jpg.rf.3530a27862ff1cfed7ecc427aaefaaa3.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
171,115_jpg.rf.23e0bb6e69dc7ab174457d547fc5f14e.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
172,116_jpg.rf.497309e39b124edfc69427cf48a137e0.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
173,117_jpg.rf.a95dae75c760c5f3e146ad0e7434d5d9.jpg,Bracket-related: Complete debond,Moderate,45,"• Schedule an appointment within the next 2 weeks for rebonding.
• Avoid hard, sticky, or chewy foods that can displace the bracket further.
• If the bracket is loose on the wire, secure it with wax.",Schedule an appointment within the next 2 weeks for rebonding.,"Avoid hard, sticky, or chewy foods that can displace the bracket further.","If the bracket is loose on the wire, secure it with wax."
174,118_jpg.rf.eddf90c1f75b85515d32873195d761c3.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
175,119_jpg.rf.14b1b59fdb86b5c2fe879426e069c346.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
176,11_jpg.rf.1ba9adf0bb1071759dd3a3304cd5d147.jpg,Aspiration risk: Swallowed bracket/component,Severe,95,"• Seek immediate medical attention or visit an emergency room.
• Monitor for respiratory symptoms (coughing, difficulty breathing).
• Do not attempt to self-treat.",Seek immediate medical attention or visit an emergency room.,"Monitor for respiratory symptoms (coughing, difficulty breathing).",Do not attempt to self-treat.
177,120_jpg.rf.1a97d82241e2b3d055f12e8de997db98.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
178,121_jpg.rf.0a7ca59a57f834150108eef840de665c.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
179,122_png.rf.108a45d7af9ba0283879938727423512.jpg,Trauma-related: Fixed appliance injury,Severe,85,"• Contact your orthodontist immediately for emergency repair.
• If there is bleeding or cut, apply direct pressure with clean gauze.
• Stick to liquid diet until evaluated by a specialist.",Contact your orthodontist immediately for emergency repair.,"If there is bleeding or cut, apply direct pressure with clean gauze.",Stick to liquid diet until evaluated by a specialist.
180,123_png.rf.ca478a5dbbfedd564f3033d832714acd.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
181,124_png.rf.7ad80dbf6760a3a1cc545bf1c4520821.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
182,125_png.rf.6b3b82b5a95d87d7d4ecd36eeeff63bd.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
183,126_png.rf.2cd76402c5e511a40cace99103c3e95e.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
184,127_png.rf.0fb59b63832dcc6d6f20a810b14c8646.jpg,Periodontal issues: Gingival inflammation,Moderate,52,"• Reinforce strict brushing and flossing around brackets.
• Use an antiseptic mouthwash or warm salt water rinse.
• Consult your hygienist if bleeding persists beyond a week.",Reinforce strict brushing and flossing around brackets.,Use an antiseptic mouthwash or warm salt water rinse.,Consult your hygienist if bleeding persists beyond a week.
185,128_png.rf.7dcb960e8479e2426768a4a99c5c6011.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
186,129_png.rf.58d26603850d492d77e73b55849a428c.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
187,12_jpg.rf.d5923587d4e9b7e50c5c46e701acb9dd.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
188,130_png.rf.ff656dd2d84809544b0e07c01480ee47.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
189,131_png.rf.bf40f204c94b6afcc9b66d3744bc0d11.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
190,132_png.rf.c582899c4a16dabe69a9ea198a118ef5.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
191,133_png.rf.a88cd2b8ff66df0f31654204fbc61b47.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
192,134_png.rf.47678c518ef0fd975c87951d403c0abb.jpg,Trauma-related: Fixed appliance injury,Severe,85,"• Contact your orthodontist immediately for emergency repair.
• If there is bleeding or cut, apply direct pressure with clean gauze.
• Stick to liquid diet until evaluated by a specialist.",Contact your orthodontist immediately for emergency repair.,"If there is bleeding or cut, apply direct pressure with clean gauze.",Stick to liquid diet until evaluated by a specialist.
193,135_png.rf.4a100a1333cb5ce542457e1e05257600.jpg,Appliance adaptation: Salivation & soreness,Minor,12,"• This is normal during the initial adaptation phase.
• Sip cool water and practice speaking aloud.
• The soreness should resolve in 3-5 days.",This is normal during the initial adaptation phase.,Sip cool water and practice speaking aloud.,The soreness should resolve in 3-5 days.
194,136_png.rf.c54c95c11c43a094289dde99fd9516ef.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
195,137_png.rf.6834718ede40e59ff7928e1e46ee1832.jpg,Bracket-related: Complete debond,Moderate,45,"• Schedule an appointment within the next 2 weeks for rebonding.
• Avoid hard, sticky, or chewy foods that can displace the bracket further.
• If the bracket is loose on the wire, secure it with wax.",Schedule an appointment within the next 2 weeks for rebonding.,"Avoid hard, sticky, or chewy foods that can displace the bracket further.","If the bracket is loose on the wire, secure it with wax."
196,138_png.rf.4e4537fe3ff30ecc2551d17d754749d0.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
